start_time,end_time,device_addr,stream,pool_type,size,actual_peak_memory,file_name,line_num,type,producer,task_name,node_name
113,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
114,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
115,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
116,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
117,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
118,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
119,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
120,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
121,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
122,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
123,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
124,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
125,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
126,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
127,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
128,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
129,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
130,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
131,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
132,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
133,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
134,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
135,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
136,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
137,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
138,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
139,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
140,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
141,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
142,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
143,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
144,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
145,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
146,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
147,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
148,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
149,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
150,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
151,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
152,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
153,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
154,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
155,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
156,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
157,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
158,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
159,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
160,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
161,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
162,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
163,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
164,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
165,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
166,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
167,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
168,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
169,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
170,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
171,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
172,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
173,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
174,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
175,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
176,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
177,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
178,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
179,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
180,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
181,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
182,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
183,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
184,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
185,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
186,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
187,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
188,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
189,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
190,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
191,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
192,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
193,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
194,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
195,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
196,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
197,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
198,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
199,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
200,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
201,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
202,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
203,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
204,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
205,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
206,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
207,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
208,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
209,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
210,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
211,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
212,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
213,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
214,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
215,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
216,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
217,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
218,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
219,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
220,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
221,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
222,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
223,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
224,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
225,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
226,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
227,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
228,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
229,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
230,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
231,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
232,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
233,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
234,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
235,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
236,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
237,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
238,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
239,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
240,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
241,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
242,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
243,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
244,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
245,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
246,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
247,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
248,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
249,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
250,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
251,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
252,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
253,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
254,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
255,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
256,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
257,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
258,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
259,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
260,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
261,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
262,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
263,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
264,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
265,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
266,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
267,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
268,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
269,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
270,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
271,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
272,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
273,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
274,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
275,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
276,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
277,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
278,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
279,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
280,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
281,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
282,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
283,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
284,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
285,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
286,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
287,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
288,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
289,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
290,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
291,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
292,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
293,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
294,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
295,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
